,h3,h5,h8,relu
44,0.19893823183059692,0.13664666924476623,0.17664344944000243,0.14023774841308595
45,0.18187566264152527,0.13066725762844086,0.16855096244812012,0.12856444038391113
46,0.18915558154582976,0.125530900683403,0.15513639761447906,0.11873701771736145
47,0.1794544257068634,0.12142537154197693,0.15468881804466247,0.10974008851528168
48,0.17022213005542755,0.12027607074260711,0.14585483345508576,0.1102739279794693
49,0.17378385839939117,0.12629366672515868,0.16168499871253966,0.10831381147623062
50,0.16538739364624022,0.11635508733749389,0.14343123431205748,0.10601438120365143
51,0.16337219254493712,0.1034387559080124,0.13624680347442628,0.09697275643348693
52,0.15858846674919128,0.11594162649631501,0.12682615154266358,0.1010551725244522
53,0.15738590000152589,0.12431576533794403,0.12944735876560212,0.09401340310573578
54,0.14757099726676942,0.11220161155223847,0.13144015350341798,0.08764145776987076
55,0.15607100349903108,0.11982848688125611,0.12174492791652679,0.08329468593120574
56,0.15897598961353301,0.1072540131354332,0.11874291132926941,0.07725132051467895
57,0.13965634825706483,0.09866284711360931,0.1125877762901783,0.07031610343217849
58,0.13867864438056945,0.09858220019817353,0.11847214761972427,0.08358910269260407
59,0.14325871438026427,0.09756821928977966,0.10622886457443237,0.07750384233236313
60,0.14194035075187683,0.0888371168923378,0.19739709187030793,0.06706254128932952
61,0.13771354972600938,0.08396011061429977,0.2322284757566452,0.0707157396197319
62,0.131719417181015,0.08772079138994217,0.12853461565971375,0.06995426319360733
63,0.1240898381137848,0.08702164299011231,0.12243114513635635,0.07053301265716552
64,0.12222210289478302,0.08260108194351197,0.10489024799823761,0.0622458154296875
65,0.12860340525627137,0.07799944159984588,0.10658074834823608,0.06015512682914734
66,0.1261718392753601,0.09106722488403321,0.10694343223571777,0.05684031001329422
67,0.11433000816583633,0.07601327505588532,0.09684885228157043,0.058101120586395265
68,0.1183810499715805,0.08257343967199325,0.09284532704591751,0.056691999847888946
69,0.1222555439376831,0.07611775815963745,0.08913103237628937,0.05384944300413132
70,0.11308481938362122,0.0720823791360855,0.08488106352329254,0.0520067485666275
71,0.11408502475738526,0.07226650458574295,0.09187714920520783,0.04718939336061478
72,0.12014488729715347,0.06354380497217178,0.0864790097641945,0.06018834415733814
73,0.10319824553489686,0.07234470477581025,0.08454852480053901,0.05225542790412903
74,0.09724417522549629,0.06428726977825165,0.08335060678243637,0.04633525087356567
75,0.1133320493388176,0.05567111576318741,0.07938038241624833,0.05635444308280945
76,0.10283706784248352,0.07257631264209748,0.08425191148340702,0.05218318498969078
77,0.10056193331480026,0.0645868319761753,0.07720738224267959,0.04258058041572571
78,0.10706970695018768,0.06469113552570344,0.10452590492963791,0.038442546743154525
79,0.10051888744354248,0.07153783996284008,0.0817589011645317,0.04660338871061802
80,0.09418846909046173,0.05462574753522873,0.08524767133235932,0.039864481611251834
81,0.10203167503714561,0.06692261399030686,0.07958125525474548,0.0396434734749794
82,0.09157627348184585,0.058065448564291,0.06939058955788613,0.039407560809850695
83,0.09230416896104812,0.05528864818513393,0.06920587462186813,0.03204733193278313
84,0.08570642772436142,0.05907071207523346,0.06870878475189209,0.03137507981300354
85,0.09190435214042664,0.0643405203318596,0.062008769476413726,0.02375402572989464
86,0.08692125018358231,0.056632300808429716,0.07831450634479523,0.02925703032493591
87,0.0757623458957672,0.05537255570530891,0.07106285940170289,0.025835274811685086
88,0.09746264904260635,0.0512199821460247,0.05705987931251526,0.03253324206829071
89,0.08732566204071045,0.06238574315786362,0.06805154049038888,0.030335094043016434
90,0.07599213892221451,0.06681405871033669,0.06165183634996414,0.02566232971906662
91,0.07719022849559784,0.0604817653465271,0.058804931417703626,0.025140372252464294
92,0.08811204313039779,0.053914135859012606,0.06093573336720467,0.026396075702905655
93,0.07464971462011337,0.05429470313668251,0.05744428954362869,0.027755746366381645
94,0.08071618382632732,0.050811027603149414,0.05769456034898758,0.03180403345346451
95,0.08378625348567963,0.053451237448453905,0.057595334261655806,0.038427828897237774
96,0.07381602919340134,0.05350395615160465,0.056384242084026336,0.02680929543018341
97,0.07814887907028198,0.05572590051889419,0.05044243966758251,0.03382119493305683
98,0.08015427772760392,0.057544603835344314,0.050792638201713564,0.030869377599954607
99,0.09413993481874466,0.047243767798244955,0.07520145486235619,0.03779509058892727
